-0.019022316	0.031236168	0.011929469	0.020762082	0.021828532	-0.0032340754	-0.011530221	-0.019881131	0.011452356	-0.034458503	-0.14366078	0.03335444	-0.061744306	-0.114178166	0.04350792	0.1136718
0.032367043	0.018949743	-0.018367734	-0.06110378	0.028211834	0.0053697107	-0.005765795	-0.030018898	-0.022047907	-0.014797905	-0.0728349	0.017839883	-0.11191247	-0.12037521	0.018456899	0.06732017
0.04642333	-0.019208858	0.029333705	-0.09495695	-0.017510902	-0.01604352	-0.0693289	-0.027197089	-0.029268263	-0.018594567	-0.069825515	0.015872387	-0.0795345	-0.15272157	0.029008176	0.050199695
0.059170045	0.02425988	-0.019352498	0.028361084	-0.026384879	0.0118661355	0.022935798	-0.038952935	-0.04369261	0.015174609	-0.05651117	0.06622691	-0.06252108	-0.09888759	-0.0019617062	0.035273768
-0.010205153	0.0031586091	-0.017708585	-0.016409341	0.058544926	0.01972512	0.008164954	0.024469972	-0.06927202	-0.017976176	-0.047771987	0.0648955	-0.11750879	-0.14753601	0.054918688	-0.020717021
0.020358447	0.004199313	-0.026551727	0.038596127	0.045275517	0.0659047	-0.016161531	-0.022365624	-0.011849537	-0.024795486	0.053877614	0.08663839	-0.06958739	-0.06948973	0.055086527	0.0696407
0.0981243	0.010610674	-0.025855122	0.023697859	0.019201163	0.02279805	-0.06839887	0.04188751	0.008396569	0.04765586	-0.15212172	0.09031347	-0.1150904	-0.06379499	0.033018537	0.042085603
-0.004827448	-0.047719058	0.03534596	0.0053215567	0.0005618883	0.034069967	-0.03601757	-0.033598263	-0.0061944085	-0.034748923	-0.050686073	0.001145412	-0.06622826	-0.122728765	-0.01499528	0.11419972
0.017969923	0.043958906	0.05329954	0.024603806	0.022561315	0.021716248	-0.061282337	-0.04724609	-0.05200758	-0.027674148	-0.00010398468	-0.0070534027	-0.096613996	-0.13983424	-0.016490614	0.04976947
0.10227611	0.0062359446	0.011140122	-0.010933698	-0.027962858	-0.065823615	-0.065118864	-0.039685793	-0.08249072	0.010708956	-0.066096276	0.02005674	-0.09844133	-0.1240072	-0.048169717	0.022383949
0.07172891	0.028769039	-0.017636105	0.0009221257	0.0149378665	-0.05109066	0.018830635	-0.0344011	0.010025485	-0.0491526	-0.06336419	0.053356968	-0.03914899	-0.044677004	0.040723678	0.1443231
0.023785947	0.032234266	-0.03737281	-0.05042884	0.027535493	0.03197749	0.052007463	0.036992855	-0.064421356	0.0371807	-0.054838017	0.06406692	-0.04941445	-0.10334234	-0.029660707	0.1300375
